aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium
4.03,11.04,0.07,0.98,0.06,7.40,0.07,1.13,0.24,0.00,0.59,0.05,5.82,1.50,0.00,8.76,5.22,0.00,0.21,0.08
4.60,29.04,0.60,4.04,0.09,5.93,0.34,1.95,1.18,0.81,0.81,0.08,0.84,1.15,0.01,40.70,4.88,0.08,0.04,0.01
4.44,29.44,0.49,2.70,0.03,5.07,0.62,0.10,0.72,0.00,0.01,0.01,14.98,1.29,0.01,41.50,6.29,0.10,0.29,0.06
2.77,2.12,0.11,3.72,0.10,8.33,0.06,1.69,1.37,0.93,0.93,0.16,2.89,1.90,0.01,12.73,1.80,0.04,0.09,0.01
1.14,1.97,0.31,3.45,0.10,3.44,0.25,0.39,0.76,0.00,0.00,0.08,15.67,1.92,0.01,3.35,2.82,0.02,0.45,0.01
0.23,21.02,0.70,1.30,0.11,2.11,0.25,0.83,1.09,0.34,0.01,0.08,6.18,1.68,0.00,22.15,4.60,0.06,0.04,0.01
4.49,28.83,0.36,3.42,0.03,5.84,0.37,1.38,0.63,0.00,0.97,0.02,3.83,1.62,0.00,53.19,0.00,0.04,0.35,0.06
2.53,3.80,0.72,3.48,0.03,8.66,0.29,0.29,0.57,0.64,0.64,0.15,17.15,2.04,0.00,14.03,0.79,0.04,0.03,0.00
4.61,26.12,0.91,3.30,0.12,7.01,0.63,1.65,0.50,0.00,0.01,0.18,4.47,1.59,0.00,56.09,4.28,0.08,0.03,0.07
2.69,6.42,0.92,4.40,0.06,7.02,0.72,0.04,1.37,0.84,0.84,0.03,4.97,1.94,0.01,22.91,1.16,0.07,0.01,0.00
3.11,27.84,0.14,2.95,0.06,6.69,0.58,0.74,0.84,0.00,0.00,0.04,2.40,1.80,0.01,42.57,7.04,0.09,0.13,0.09
3.56,0.80,0.57,1.00,0.04,2.03,0.52,0.85,1.35,0.05,0.01,0.06,6.75,2.22,0.00,16.22,1.70,0.03,0.04,0.03
0.83,6.48,0.80,3.99,0.09,1.82,0.53,1.05,1.26,0.00,0.00,0.08,9.39,1.97,0.00,15.22,1.67,0.01,0.12,0.09
4.95,10.96,0.40,4.29,0.04,0.40,0.20,0.41,0.24,0.61,0.61,0.13,16.33,2.22,0.01,8.79,3.55,0.07,0.04,0.03
2.11,13.45,0.83,3.49,0.10,3.24,0.32,0.04,0.55,0.00,0.58,0.13,1.93,1.90,0.00,57.08,6.52,0.03,0.47,0.01
3.92,15.62,0.85,3.86,0.03,3.21,0.07,0.67,0.08,0.61,0.61,0.12,4.12,1.81,0.00,46.30,0.32,0.03,0.06,0.01
2.97,12.39,0.55,3.31,0.10,2.35,0.21,1.97,1.36,0.00,0.00,0.06,15.45,1.41,0.00,46.91,0.87,0.03,0.27,0.05
0.98,20.67,0.21,3.73,0.01,4.17,0.71,1.56,0.63,0.45,0.01,0.14,7.12,1.81,0.01,46.58,1.77,0.06,0.03,0.01
1.00,5.66,0.47,4.72,0.10,1.88,0.47,1.15,0.25,0.00,0.00,0.14,3.19,2.11,0.01,41.31,0.94,0.09,0.45,0.02
0.52,28.28,0.66,1.46,0.04,5.36,0.05,1.33,1.29,0.43,0.01,0.11,9.25,2.01,0.00,29.05,2.12,0.07,0.07,0.01
0.23,27.29,0.51,3.86,0.12,3.12,0.47,0.54,0.79,0.00,0.89,0.07,15.17,2.11,0.01,6.40,0.97,0.06,0.40,0.08
4.96,17.22,0.29,1.50,0.04,4.54,0.29,1.64,1.43,0.16,0.01,0.08,14.29,1.76,0.00,37.47,3.34,0.00,0.07,0.02
2.29,1.78,0.68,2.51,0.02,7.73,0.40,1.90,1.18,0.00,0.01,0.11,16.46,1.82,0.00,40.71,6.82,0.05,0.26,0.05
0.09,24.33,0.03,0.20,0.01,2.67,0.69,0.57,0.61,0.13,0.00,0.12,6.74,1.11,0.00,16.90,2.41,0.02,0.06,0.02
4.05,5.55,0.35,4.34,0.10,0.94,0.47,1.32,0.65,0.00,0.95,0.15,10.03,1.28,0.00,25.28,0.88,0.00,0.29,0.09
0.01,13.74,0.02,0.52,0.01,2.99,0.11,1.14,0.36,0.13,0.01,0.07,18.70,1.25,0.00,39.31,2.18,0.04,0.01,0.02
0.44,12.59,0.42,4.11,0.03,7.54,0.65,1.78,0.01,0.00,0.75,0.15,5.00,2.17,0.00,50.05,2.86,0.01,0.23,0.07
0.06,0.14,0.02,0.06,0.00,5.71,0.88,1.71,1.42,0.27,0.00,0.10,16.16,1.25,0.01,17.24,2.30,0.07,0.00,0.00
3.23,19.49,0.25,1.54,0.01,6.54,0.31,1.91,0.96,0.00,0.00,0.13,17.01,1.20,0.01,45.00,5.19,0.02,0.00,0.02
0.07,10.38,0.05,0.17,0.01,7.52,0.89,0.52,0.32,0.31,0.00,0.11,3.55,1.79,0.00,6.24,4.15,0.01,0.10,0.02
2.66,23.08,0.03,2.43,0.09,0.82,0.80,1.39,0.66,0.00,0.70,0.13,8.64,1.22,0.00,9.58,0.72,0.00,0.33,0.00
0.17,17.69,0.04,1.87,0.01,1.12,0.38,0.22,1.09,0.57,0.57,0.10,10.34,1.04,0.00,5.73,1.08,0.04,0.03,0.01
2.38,4.47,0.67,3.18,0.11,7.06,0.89,0.24,0.83,0.00,0.80,0.19,8.49,1.70,0.01,4.40,0.54,0.10,0.13,0.05
0.27,19.07,0.00,1.99,0.01,4.43,0.84,0.85,1.01,0.19,0.01,0.05,2.09,1.22,0.01,50.87,4.14,0.01,0.02,0.01
2.59,26.93,0.99,1.95,0.12,4.89,0.18,1.93,0.78,0.00,0.55,0.17,18.42,2.01,0.00,16.40,4.82,0.04,0.15,0.01
0.06,22.29,0.05,1.87,0.00,2.52,0.46,0.24,0.66,0.09,0.01,0.17,16.17,1.51,0.01,14.55,0.68,0.02,0.09,0.02
4.57,23.64,0.74,1.52,0.02,1.93,0.17,0.85,0.14,0.00,0.01,0.18,14.31,1.37,0.01,30.24,7.74,0.03,0.03,0.02
0.10,9.79,0.00,1.60,0.01,0.79,0.34,0.01,0.01,0.50,0.50,0.15,10.33,1.95,0.01,47.93,1.23,0.06,0.01,0.02
3.96,2.71,0.84,2.89,0.12,4.57,0.18,1.06,1.08,0.00,0.00,0.19,6.67,1.85,0.01,25.81,0.86,0.10,0.41,0.00
0.08,14.96,0.01,0.17,0.00,6.21,0.00,0.81,0.24,0.15,0.01,0.01,16.78,1.58,0.00,18.68,1.67,0.04,0.00,0.03
4.63,26.11,0.87,1.07,0.10,6.96,0.51,0.26,0.82,0.00,0.74,0.20,17.67,1.38,0.00,43.35,1.51,0.10,0.16,0.07
0.09,28.24,0.01,0.78,0.00,7.91,0.32,0.21,1.04,1.00,1.00,0.11,4.38,1.60,0.01,4.59,1.04,0.06,0.04,0.03
3.14,6.21,1.03,3.28,0.09,5.80,0.01,0.98,0.33,0.00,0.01,0.06,5.82,1.50,0.00,35.82,0.06,0.03,0.36,0.03
0.08,23.51,0.04,0.82,0.00,0.54,0.63,1.33,1.37,0.09,0.01,0.04,11.36,1.95,0.00,36.15,1.83,0.07,0.03,0.02
3.10,19.15,0.74,4.09,0.09,5.02,0.64,0.05,0.40,0.00,0.74,0.01,13.42,2.01,0.00,51.60,5.77,0.06,0.46,0.00
0.03,28.82,0.03,0.70,0.00,6.29,0.41,0.13,0.82,0.48,0.01,0.09,15.94,1.86,0.00,27.45,2.48,0.05,0.10,0.02
4.58,0.17,0.45,1.68,0.12,6.58,0.11,1.41,1.08,0.00,0.00,0.15,0.69,1.93,0.00,7.34,6.69,0.04,0.06,0.04
0.07,9.72,0.05,3.29,0.01,5.25,0.06,1.17,0.90,0.51,0.51,0.13,2.85,1.31,0.01,42.85,4.23,0.00,0.03,0.01
4.76,26.30,0.61,3.94,0.08,1.66,0.82,1.42,1.29,0.00,0.00,0.01,2.36,1.64,0.00,11.06,2.54,0.08,0.44,0.07
0.24,10.47,0.01,3.83,0.01,2.84,0.06,1.72,1.06,0.63,0.63,0.17,1.96,1.47,0.01,22.15,1.50,0.02,0.07,0.02
1.86,20.35,0.91,0.71,0.02,4.46,0.69,1.71,1.35,0.00,0.85,0.10,13.13,1.40,0.01,10.27,3.63,0.01,0.48,0.09
0.02,9.90,0.04,1.40,0.00,3.45,0.69,0.32,0.66,0.30,0.01,0.12,1.73,1.61,0.00,35.17,0.66,0.04,0.05,0.03
4.67,24.82,0.04,1.45,0.12,3.81,0.40,0.13,1.42,0.00,0.01,0.18,10.69,1.43,0.01,5.94,4.73,0.00,0.26,0.05
0.34,5.10,0.02,1.79,0.00,7.43,0.05,0.15,1.19,0.61,0.61,0.16,16.90,1.16,0.00,38.20,0.53,0.00,0.06,0.01
4.23,13.90,0.65,0.87,0.11,2.38,0.29,0.99,0.31,0.00,0.01,0.19,10.79,1.93,0.00,35.04,3.41,0.04,0.09,0.04
0.03,22.55,0.02,3.85,0.00,3.67,0.17,0.79,0.34,0.21,0.00,0.08,0.55,1.14,0.01,41.46,4.78,0.03,0.10,0.01
1.17,8.28,0.87,2.56,0.09,7.65,0.30,1.71,0.03,0.00,0.60,0.19,10.84,1.97,0.00,49.32,1.75,0.01,0.04,0.04
0.12,14.13,0.04,3.88,0.01,0.71,0.48,0.18,0.74,0.19,0.01,0.11,17.75,1.62,0.01,33.01,4.51,0.06,0.05,0.02
0.24,28.45,0.24,4.09,0.10,6.51,0.88,1.23,1.48,0.00,0.57,0.11,7.02,1.09,0.01,17.77,7.71,0.09,0.09,0.04
0.16,17.55,0.04,0.69,0.00,1.27,0.38,0.41,0.72,0.25,0.01,0.02,0.29,1.38,0.01,33.17,2.97,0.06,0.10,0.02
0.19,2.50,0.62,2.56,0.01,5.22,0.66,0.86,0.11,0.00,0.85,0.10,6.60,1.21,0.01,43.27,5.59,0.04,0.45,0.06
0.24,26.65,0.00,0.79,0.01,4.99,0.67,1.99,0.08,0.10,0.01,0.17,16.74,1.98,0.00,16.21,0.01,0.08,0.02,0.02
2.21,28.70,0.49,3.59,0.03,6.55,0.10,1.86,1.05,0.00,0.58,0.01,6.45,1.53,0.00,43.02,6.14,0.04,0.19,0.01
0.05,1.94,0.04,0.31,0.00,4.78,0.04,0.65,0.20,0.45,0.01,0.01,16.70,1.55,0.00,43.22,3.10,0.01,0.01,0.01
3.44,15.84,0.94,2.89,0.09,2.57,0.51,0.63,1.03,0.00,0.00,0.03,9.93,1.79,0.00,42.66,5.86,0.05,0.07,0.08
0.17,21.68,0.01,0.42,0.00,0.17,0.50,0.44,0.67,0.59,0.59,0.04,15.34,1.68,0.01,1.22,3.61,0.05,0.05,0.02
1.06,3.48,0.82,3.09,0.01,8.08,0.26,0.49,1.38,0.00,0.01,0.12,18.53,2.01,0.01,32.15,1.90,0.08,0.05,0.08
0.01,9.74,0.00,1.34,0.00,2.83,0.48,0.42,1.20,0.36,0.01,0.06,7.05,1.34,0.01,36.49,3.92,0.06,0.10,0.02
3.56,16.35,0.99,3.68,0.04,4.16,0.36,0.31,0.74,0.00,0.55,0.09,8.02,1.87,0.01,40.43,7.43,0.09,0.09,0.05
0.05,23.19,0.03,3.74,0.01,7.57,0.15,0.96,1.41,0.99,0.99,0.13,11.43,1.33,0.00,37.78,4.74,0.01,0.03,0.03
2.25,23.05,0.49,3.86,0.08,4.96,0.35,0.72,0.09,0.00,0.00,0.17,17.28,1.05,0.01,39.69,4.61,0.01,0.05,0.09
0.03,0.09,0.00,1.03,0.00,5.47,0.54,1.95,0.56,0.94,0.94,0.01,15.78,2.00,0.01,25.95,4.31,0.01,0.06,0.01
1.45,11.89,0.72,4.18,0.11,1.18,0.65,0.13,1.04,0.00,0.00,0.16,12.12,1.61,0.00,6.27,0.94,0.09,0.08,0.00
0.10,25.21,0.01,2.13,0.00,1.22,0.52,0.40,0.59,0.61,0.61,0.04,18.49,1.38,0.01,18.52,0.05,0.03,0.05,0.02
1.82,21.05,0.88,3.34,0.11,2.70,0.10,1.48,0.95,0.00,0.91,0.07,18.45,1.99,0.01,53.91,3.69,0.04,0.37,0.00
0.29,24.00,0.03,2.45,0.01,2.16,0.10,1.76,0.74,0.32,0.00,0.05,11.35,1.96,0.00,0.48,0.10,0.07,0.09,0.01
1.13,27.76,0.06,4.03,0.11,5.90,0.26,0.47,1.02,0.00,0.00,0.02,19.76,1.87,0.01,44.72,2.13,0.07,0.28,0.08
0.01,14.20,0.00,1.60,0.01,2.71,0.13,0.15,1.10,0.50,0.50,0.19,4.53,1.49,0.00,13.59,4.78,0.05,0.05,0.02
2.04,7.45,0.79,2.24,0.02,2.14,0.35,0.04,1.30,0.00,0.01,0.11,1.22,1.09,0.01,0.88,3.11,0.07,0.13,0.04
0.05,12.31,0.03,0.35,0.01,5.59,0.80,0.03,0.93,0.62,0.62,0.05,18.81,1.90,0.00,48.98,4.21,0.06,0.07,0.02
0.89,22.20,0.80,4.64,0.12,1.94,0.33,1.66,1.08,0.00,0.00,0.02,14.73,1.59,0.00,39.53,2.74,0.03,0.14,0.08
0.10,6.40,0.02,0.75,0.00,5.88,0.09,0.99,0.80,0.37,0.00,0.15,17.60,1.04,0.00,13.29,4.08,0.06,0.05,0.01
1.58,22.24,0.29,1.09,0.07,6.51,0.55,0.68,1.20,0.00,0.01,0.16,15.23,1.91,0.01,7.10,7.81,0.05,0.06,0.00
0.07,21.97,0.01,3.58,0.00,6.20,0.23,0.01,1.38,0.13,0.01,0.12,5.40,1.57,0.00,11.30,2.08,0.04,0.08,0.00
2.19,18.00,0.49,0.74,0.05,5.25,0.30,1.95,0.99,0.00,0.01,0.16,19.60,1.30,0.01,1.15,7.60,0.01,0.12,0.02
0.28,17.23,0.04,2.68,0.01,3.65,0.20,0.12,0.13,0.94,0.94,0.05,6.06,1.77,0.00,45.83,4.64,0.04,0.05,0.02
3.98,27.20,0.23,1.20,0.03,8.13,0.83,1.63,0.67,0.00,0.01,0.14,6.44,1.32,0.01,10.37,4.45,0.02,0.17,0.03
0.01,18.02,0.01,2.74,0.00,2.03,0.59,0.53,0.12,0.66,0.66,0.02,8.96,1.61,0.01,54.13,0.40,0.00,0.08,0.03
4.78,12.14,0.92,1.49,0.02,3.38,0.37,1.33,1.08,0.00,0.01,0.09,4.82,2.12,0.00,50.47,6.81,0.02,0.31,0.01
0.05,9.34,0.03,3.41,0.00,0.96,0.56,1.03,0.99,0.43,0.01,0.13,8.47,1.56,0.01,44.62,4.28,0.02,0.05,0.02
3.74,3.60,0.75,2.24,0.13,7.74,0.40,0.53,0.93,0.00,0.00,0.10,2.77,2.75,0.00,36.68,4.58,0.01,0.45,0.09
0.18,10.29,0.02,0.92,0.01,4.05,0.87,0.19,1.18,0.71,0.71,0.16,6.82,1.35,0.00,24.25,0.62,0.07,0.06,0.03
3.06,12.15,0.24,1.69,0.12,1.49,0.46,0.62,0.88,0.00,0.00,0.17,9.41,1.54,0.01,13.79,3.46,0.10,0.23,0.04
0.08,28.55,0.01,2.47,0.00,4.62,0.77,1.84,0.40,0.59,0.59,0.18,5.29,1.22,0.00,32.54,4.83,0.02,0.10,0.02
1.20,2.53,0.36,3.24,0.10,3.19,0.65,1.60,0.16,0.00,0.00,0.18,16.62,1.40,0.00,15.67,4.89,0.03,0.12,0.01
0.03,22.84,0.00,0.09,0.00,1.11,0.54,1.21,1.33,0.55,0.55,0.12,12.05,1.58,0.01,21.20,0.46,0.03,0.00,0.03
4.71,2.47,0.72,3.79,0.08,7.38,0.32,0.13,0.30,0.00,0.00,0.05,16.68,2.07,0.01,58.67,1.94,0.01,0.41,0.00
0.07,5.44,0.00,2.71,0.01,4.47,0.43,1.11,0.07,0.29,0.00,0.16,12.01,1.19,0.00,34.44,0.02,0.07,0.05,0.01
2.18,16.68,0.89,1.93,0.07,8.04,0.89,1.94,0.63,0.00,0.75,0.11,9.81,1.18,0.01,6.54,1.01,0.02,0.26,0.02
0.09,0.43,0.00,2.43,0.01,4.05,0.32,1.21,0.32,0.01,0.00,0.02,1.41,1.09,0.00,46.81,2.31,0.00,0.03,0.02
4.78,13.10,0.59,3.42,0.01,3.31,0.37,0.51,1.49,0.00,0.00,0.02,4.34,1.66,0.01,59.36,5.55,0.04,0.08,0.07
0.29,29.14,0.02,3.83,0.00,5.66,0.34,1.95,1.18,0.81,0.81,0.08,0.44,1.12,0.01,21.86,4.88,0.08,0.04,0.01
0.14,14.15,0.42,2.43,0.00,7.49,0.50,0.18,0.16,0.00,0.51,0.17,7.78,1.85,0.01,12.64,5.21,0.08,0.28,0.07
0.10,2.22,0.00,3.32,0.00,7.85,0.06,1.69,1.37,0.93,0.93,0.16,2.65,1.90,0.01,41.23,1.80,0.04,0.09,0.01
2.38,29.13,0.33,3.17,0.02,6.13,0.46,0.14,0.75,0.00,0.51,0.09,4.64,2.06,0.01,4.04,4.54,0.07,0.38,0.08
0.09,21.12,0.04,0.61,0.01,1.99,0.25,0.83,1.09,0.34,0.01,0.08,5.88,1.46,0.00,27.44,4.60,0.06,0.04,0.01
1.39,3.96,0.85,1.46,0.03,5.47,0.20,0.89,0.61,0.00,0.00,0.12,12.01,1.16,0.00,29.41,2.41,0.02,0.30,0.06
0.04,3.90,0.02,2.85,0.01,7.93,0.29,0.29,0.57,0.64,0.64,0.15,16.29,1.96,0.00,2.64,0.79,0.04,0.03,0.00
3.67,16.12,0.82,1.68,0.01,5.07,0.71,0.08,1.44,0.00,0.00,0.17,1.39,2.26,0.01,37.58,6.66,0.05,0.45,0.08
0.13,6.52,0.04,3.93,0.00,6.60,0.72,0.04,1.37,0.84,0.84,0.03,4.38,1.48,0.01,33.77,1.16,0.07,0.01,0.00
1.87,0.70,0.95,2.64,0.00,3.40,0.56,1.78,1.27,0.00,0.00,0.16,19.10,1.12,0.01,10.50,3.61,0.10,0.25,0.04
0.16,11.06,0.04,3.58,0.01,0.21,0.20,0.41,0.24,0.61,0.61,0.13,15.88,1.77,0.01,48.37,3.55,0.07,0.04,0.03
1.84,5.04,0.46,0.18,0.04,1.00,0.70,1.32,0.76,0.00,0.00,0.13,15.30,1.59,0.00,15.32,5.87,0.05,0.30,0.02
0.09,15.72,0.02,3.28,0.00,3.16,0.07,0.67,0.08,0.61,0.61,0.12,3.28,1.72,0.00,5.54,0.32,0.03,0.06,0.01
0.23,12.55,0.15,3.75,0.11,7.73,0.84,1.00,0.14,0.00,0.01,0.10,14.80,2.89,0.01,48.75,1.80,0.04,0.29,0.03
0.02,20.77,0.02,3.23,0.00,4.00,0.71,1.56,0.63,0.45,0.01,0.14,6.29,1.62,0.01,46.27,1.77,0.06,0.03,0.01
3.06,3.34,0.71,2.74,0.02,4.97,0.61,0.87,1.14,0.00,0.79,0.10,5.41,1.65,0.01,58.66,4.25,0.10,0.27,0.03
0.05,28.38,0.04,1.25,0.01,5.09,0.05,1.33,1.29,0.43,0.01,0.11,9.01,1.84,0.00,23.76,2.12,0.07,0.07,0.01
3.73,13.93,0.75,3.37,0.05,7.46,0.59,1.54,0.64,0.00,0.01,0.20,14.55,1.93,0.00,24.26,4.76,0.09,0.06,0.04
0.00,17.32,0.02,0.92,0.01,4.43,0.29,1.64,1.43,0.16,0.01,0.08,13.81,1.03,0.00,11.36,3.34,0.00,0.07,0.02
2.09,22.16,1.02,2.09,0.10,6.27,0.70,1.92,1.36,0.00,0.94,0.13,8.28,1.93,0.01,47.22,0.85,0.07,0.36,0.03
0.04,24.23,0.39,0.30,0.05,2.77,0.69,0.57,0.61,0.13,0.00,0.12,7.51,1.40,0.00,27.38,2.41,0.02,0.06,0.02
1.50,20.24,0.73,3.00,0.06,8.39,0.53,0.07,0.53,0.00,0.00,0.03,10.92,1.60,0.01,25.10,1.69,0.06,0.16,0.06
0.02,13.64,0.24,0.65,0.11,3.80,0.11,1.14,0.36,0.13,0.01,0.07,19.34,1.39,0.00,17.30,2.18,0.04,0.01,0.02
2.85,23.03,0.98,0.18,0.03,3.92,0.29,0.98,0.27,0.00,0.01,0.01,8.58,1.17,0.00,22.01,0.74,0.07,0.45,0.08
0.09,0.04,0.36,0.20,0.07,5.73,0.88,1.71,1.42,0.27,0.00,0.10,17.03,1.54,0.01,44.74,2.30,0.07,0.00,0.00
3.39,11.69,0.24,3.72,0.12,4.52,0.73,0.91,0.65,0.00,0.51,0.02,16.83,1.67,0.01,26.32,5.65,0.03,0.31,0.03
0.09,10.28,0.16,0.39,0.07,7.54,0.89,0.52,0.32,0.31,0.00,0.11,4.54,2.08,0.00,48.55,4.15,0.01,0.10,0.02
1.97,14.84,0.53,1.87,0.10,1.31,0.02,0.39,0.33,0.00,0.83,0.08,15.44,1.67,0.00,56.51,4.18,0.08,0.18,0.08
0.06,21.74,0.46,3.70,0.03,6.25,0.23,0.76,1.16,0.79,0.79,0.05,17.59,1.46,0.01,8.68,4.29,0.07,0.08,0.00
2.57,7.10,0.27,2.23,0.09,0.90,0.15,1.65,0.80,0.00,0.54,0.16,11.18,1.95,0.01,14.87,5.88,0.01,0.18,0.00
0.05,18.97,0.24,2.06,0.04,4.55,0.84,0.85,1.01,0.19,0.01,0.05,2.91,1.96,0.01,35.54,4.14,0.01,0.02,0.01
0.98,7.64,0.76,4.01,0.06,4.13,0.85,0.77,0.81,0.00,0.01,0.15,6.32,2.06,0.01,53.03,1.92,0.03,0.45,0.02
0.13,22.19,0.08,2.26,0.02,2.72,0.46,0.24,0.66,0.09,0.01,0.17,16.65,1.63,0.01,4.50,0.68,0.02,0.09,0.02
4.12,12.25,0.63,2.04,0.11,3.90,0.33,0.48,1.36,0.00,0.73,0.16,15.14,1.90,0.01,8.69,0.93,0.06,0.12,0.02
0.27,9.69,0.20,2.28,0.05,0.94,0.34,0.01,0.01,0.50,0.50,0.15,10.64,2.28,0.01,37.97,1.23,0.06,0.01,0.02
2.51,6.60,1.00,2.89,0.11,7.43,0.50,1.04,0.63,0.00,0.01,0.18,8.24,1.47,0.00,50.09,0.51,0.04,0.08,0.09
0.09,14.86,0.53,0.87,0.04,6.22,0.00,0.81,0.24,0.15,0.01,0.01,17.13,2.01,0.00,17.68,1.67,0.04,0.00,0.03
0.27,16.61,0.71,1.77,0.06,0.51,0.32,1.37,1.46,0.00,0.59,0.14,19.11,2.52,0.01,12.99,7.79,0.02,0.16,0.08
0.14,23.41,0.27,1.11,0.06,0.84,0.63,1.33,1.37,0.09,0.01,0.04,11.71,2.37,0.00,48.07,1.83,0.07,0.03,0.02
1.41,17.44,0.66,3.07,0.05,2.22,0.30,0.27,0.61,0.00,0.65,0.14,7.84,2.27,0.00,10.52,0.41,0.02,0.20,0.06
0.03,28.72,0.60,1.42,0.07,6.78,0.41,0.13,0.82,0.48,0.01,0.09,16.69,1.99,0.00,29.57,2.48,0.05,0.10,0.02
1.82,10.35,0.32,2.22,0.09,6.28,0.65,1.05,0.96,0.00,0.01,0.05,1.90,1.90,0.00,55.24,1.86,0.01,0.07,0.05
0.22,10.37,0.02,4.53,0.02,3.34,0.06,1.72,1.06,0.63,0.63,0.17,2.11,1.72,0.01,31.00,1.50,0.02,0.07,0.02
3.97,22.46,0.55,3.21,0.08,4.77,0.20,0.05,0.03,0.00,0.00,0.01,7.09,1.38,0.00,11.68,0.55,0.04,0.12,0.07
0.07,9.80,0.32,2.32,0.08,3.52,0.69,0.32,0.66,0.30,0.01,0.12,2.61,1.74,0.00,43.03,0.66,0.04,0.05,0.03
2.97,12.27,0.45,2.85,0.12,4.99,0.66,1.50,0.68,0.00,0.80,0.19,11.09,1.84,0.01,27.39,7.67,0.10,0.39,0.04
0.13,5.00,0.40,2.73,0.06,7.45,0.05,0.15,1.19,0.61,0.61,0.16,17.67,1.20,0.00,14.44,0.53,0.00,0.06,0.01
1.43,20.48,0.99,1.38,0.07,5.41,0.20,0.78,1.50,0.00,0.00,0.00,7.47,1.87,0.00,22.16,7.77,0.09,0.42,0.02
0.12,22.45,0.23,4.20,0.05,3.70,0.17,0.79,0.34,0.21,0.00,0.08,1.13,1.34,0.01,53.73,4.78,0.03,0.10,0.01
1.60,16.06,0.28,3.53,0.13,7.98,0.16,0.58,1.07,0.00,0.52,0.10,16.06,2.86,0.01,30.67,6.38,0.01,0.27,0.00
0.18,14.03,0.67,4.23,0.01,0.88,0.48,0.18,0.74,0.19,0.01,0.11,18.59,1.70,0.01,39.78,4.51,0.06,0.05,0.02
2.83,13.74,0.84,2.01,0.10,6.53,0.45,0.56,0.80,0.00,0.00,0.19,3.25,1.37,0.00,51.46,7.36,0.08,0.09,0.08
0.12,17.45,0.41,0.97,0.03,1.37,0.38,0.41,0.72,0.25,0.01,0.02,0.83,1.42,0.01,44.59,2.97,0.06,0.10,0.02
4.74,16.52,0.44,2.12,0.04,5.76,0.16,0.36,0.55,0.00,0.01,0.19,0.18,2.34,0.01,29.15,3.71,0.06,0.13,0.04
0.39,26.55,0.07,1.56,0.03,5.07,0.67,1.99,0.08,0.10,0.01,0.17,17.61,2.14,0.00,46.86,0.01,0.08,0.02,0.02
0.68,24.88,0.34,3.81,0.10,5.75,0.58,0.77,0.79,0.00,0.00,0.15,0.94,2.17,0.01,39.25,0.09,0.02,0.37,0.06
0.01,1.84,0.27,0.49,0.04,4.81,0.04,0.65,0.20,0.45,0.01,0.01,16.98,2.08,0.00,24.29,3.10,0.01,0.01,0.01
0.29,14.35,0.47,1.15,0.09,2.63,0.73,1.45,0.65,0.00,0.57,0.19,7.22,2.24,0.01,9.35,0.43,0.03,0.39,0.09
0.11,21.58,0.78,0.57,0.04,0.52,0.50,0.44,0.67,0.59,0.59,0.04,15.95,2.38,0.01,42.68,3.61,0.05,0.05,0.02
3.84,26.03,0.32,3.58,0.07,3.08,0.72,0.17,0.59,0.00,0.01,0.15,11.38,1.59,0.01,42.41,1.30,0.05,0.27,0.07
0.05,9.64,0.21,1.43,0.03,2.92,0.48,0.42,1.20,0.36,0.01,0.06,7.40,1.40,0.01,38.03,3.92,0.06,0.10,0.02
3.05,3.82,0.05,1.46,0.01,2.10,0.04,0.02,0.47,0.00,0.01,0.14,6.39,1.88,0.01,16.87,3.50,0.01,0.47,0.09
0.03,23.09,1.02,4.27,0.10,7.59,0.15,0.96,1.41,0.99,0.99,0.13,12.28,1.61,0.00,39.30,4.74,0.01,0.03,0.03
4.84,12.35,0.23,3.19,0.07,5.52,0.58,1.25,0.51,0.00,0.69,0.11,16.01,1.39,0.00,35.86,2.83,0.03,0.22,0.03
0.04,-0.01,0.33,1.63,0.09,5.57,0.54,0.05,0.56,0.94,0.94,0.00,15.95,2.19,0.01,29.09,4.31,0.01,0.06,0.01
4.36,24.53,0.24,1.06,0.04,7.41,0.52,1.83,0.77,0.00,0.67,0.09,11.99,1.19,0.00,5.93,4.30,0.10,0.16,0.07
0.33,27.45,0.89,4.16,0.12,1.21,0.13,0.08,0.85,0.10,0.00,0.00,16.01,1.51,0.01,15.64,0.80,0.07,0.07,0.00
2.69,18.34,0.60,0.98,0.03,4.98,0.35,1.98,0.99,0.00,0.00,0.10,10.52,1.85,0.00,41.07,4.49,0.06,0.18,0.08
0.03,25.11,0.79,2.79,0.06,1.30,0.52,0.00,0.59,0.61,0.61,0.00,19.15,1.52,0.01,51.42,0.05,0.03,0.05,0.02
3.74,19.70,0.20,0.98,0.05,2.94,0.88,1.48,0.91,0.00,0.74,0.07,19.32,1.68,0.01,3.45,2.99,0.05,0.13,0.03
0.03,23.90,0.79,3.41,0.02,2.23,0.10,0.06,0.74,0.32,0.00,0.00,11.41,1.99,0.00,16.05,0.10,0.07,0.09,0.01
1.41,28.13,0.69,0.77,0.11,0.81,0.36,0.06,1.03,0.00,0.01,0.14,2.08,1.54,0.00,16.93,1.15,0.09,0.42,0.02
